AS_OF_DATE,ZIP_CODE,ZIP_CLASS,CITY,ZIP_POPULATION,TIME_ZONE,PHONE_AREA_CODES,COUNTY_NAME_STATE,STATE,COUNTY_FIPS_CODE,COUNTY_REPORTED_CASES,ESTIMATED_CASES_BY_ZIP_CODE,ESTIMATED_DEATHS_BY_ZIP_CODE
2020-04-06,18466,General,Tobyhanna,16681,Eastern,570,"Monroe, Pennsylvania",Pennsylvania,42089,572 ,56 ,1
2020-04-06,18610,General,Blakeslee,5008,Eastern,570,"Monroe, Pennsylvania",Pennsylvania,42089,572 ,17 ,0
2020-04-06,80423,General,Bond,169,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,1 ,0
2020-04-06,80426,P.O. Box,Burns,104,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,1 ,0
2020-04-06,80463,General,Mc Coy,136,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,1 ,0
2020-04-06,81620,P.O. Box,Avon,10450,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,74 ,1
2020-04-06,81621,General,Basalt,5914,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,42 ,1
2020-04-06,81631,P.O. Box,Eagle,8215,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,58 ,1
2020-04-06,81632,General,Edwards,10276,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,73 ,1
2020-04-06,81637,General,Gypsum,7721,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,55 ,1
2020-04-06,81645,P.O. Box,Minturn,1121,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,8 ,0
2020-04-06,81649,P.O. Box,Red Cliff,277,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,2 ,0
2020-04-06,81655,P.O. Box,Wolcott,65,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,0 ,0
2020-04-06,81657,General,Vail,5581,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,40 ,1
2020-04-06,81658,P.O. Box,Vail,0,Mountain,970,"Eagle, Colorado",Colorado,08037,355 ,0 ,0
2020-04-06,10509,General,Brewster,19507,Eastern,845,"Putnam, New York",New York,36079,345 ,67 ,2
2020-04-06,10512,General,Carmel,25590,Eastern,845,"Putnam, New York",New York,36079,345 ,88 ,3
2020-04-06,10516,General,Cold Spring,5289,Eastern,845,"Putnam, New York",New York,36079,345 ,18 ,1
2020-04-06,10524,General,Garrison,4421,Eastern,845,"Putnam, New York",New York,36079,345 ,15 ,1
2020-04-06,10537,General,Lake Peekskill,2416,Eastern,914,"Putnam, New York",New York,36079,345 ,8 ,0
2020-04-06,10541,General,Mahopac,26339,Eastern,845/914,"Putnam, New York",New York,36079,345 ,91 ,3
2020-04-06,10542,P.O. Box,Mahopac Falls,0,Eastern,845/914,"Putnam, New York",New York,36079,345 ,0 ,0
2020-04-06,10579,General,Putnam Valley,8675,Eastern,845/914,"Putnam, New York",New York,36079,345 ,30 ,1
2020-04-06,12563,General,Patterson,8084,Eastern,845,"Putnam, New York",New York,36079,345 ,28 ,1
2020-04-06,70346,General,Donaldsonville,10925,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,35 ,1
2020-04-06,70707,P.O. Box,Gonzales,0,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,0 ,0
2020-04-06,70718,P.O. Box,Brittany,0,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,0 ,0
2020-04-06,70725,General,Darrow,1826,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,6 ,0
2020-04-06,70728,P.O. Box,Duplessis,0,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,0 ,0
2020-04-06,70734,General,Geismar,7554,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,24 ,1
2020-04-06,70737,General,Gonzales,38643,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,125 ,4
2020-04-06,70738,P.O. Box,Burnside,0,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,0 ,0
2020-04-06,70769,General,Prairieville,36084,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,117 ,4
2020-04-06,70774,General,Saint Amant,10076,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,33 ,1
2020-04-06,70778,General,Sorrento,2291,Central,225,"Ascension, Louisiana",Louisiana,22005,347 ,7 ,0
2020-04-06,84017,General,Coalville,3556,Mountain,435,"Summit, Utah",Utah,49043,260 ,25 ,0
2020-04-06,84024,P.O. Box,Echo,63,Mountain,435,"Summit, Utah",Utah,49043,260 ,0 ,0
2020-04-06,84033,P.O. Box,Henefer,1032,Mountain,435,"Summit, Utah",Utah,49043,260 ,7 ,0
2020-04-06,84036,General,Kamas,6045,Mountain,435,"Summit, Utah",Utah,49043,260 ,42 ,0
2020-04-06,84055,General,Oakley,1406,Mountain,435,"Summit, Utah",Utah,49043,260 ,10 ,0
2020-04-06,84060,General,Park City,7596,Mountain,435/385/801,"Summit, Utah",Utah,49043,260 ,53 ,0
2020-04-06,84061,General,Peoa,391,Mountain,435,"Summit, Utah",Utah,49043,260 ,3 ,0
2020-04-06,84068,P.O. Box,Park City,0,Mountain,435/385/801,"Summit, Utah",Utah,49043,260 ,0 ,0
2020-04-06,84098,General,Park City,17282,Mountain,435,"Summit, Utah",Utah,49043,260 ,120 ,0
2020-04-06,70032,General,Arabi,3635,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,27 ,1
2020-04-06,70043,General,Chalmette,16760,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,125 ,4
2020-04-06,70044,P.O. Box,Chalmette,0,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,0 ,0
2020-04-06,70075,General,Meraux,4417,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,33 ,1
2020-04-06,70085,General,Saint Bernard,4427,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,33 ,1
2020-04-06,70092,General,Violet,6651,Central,504,"St. Bernard, Louisiana",Louisiana,22087,267 ,49 ,1
2020-04-06,70030,General,Des Allemands,4585,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,25 ,1
2020-04-06,70031,General,Ama,1316,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,7 ,0
2020-04-06,70039,General,Boutte,2460,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,14 ,1
2020-04-06,70047,General,Destrehan,13006,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,72 ,4
2020-04-06,70057,General,Hahnville,4719,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,26 ,1
2020-04-06,70070,General,Luling,12471,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,69 ,4
2020-04-06,70078,P.O. Box,New Sarpy,0,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,0 ,0
2020-04-06,70079,General,Norco,3067,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,17 ,1
2020-04-06,70080,General,Paradis,1556,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,9 ,0
2020-04-06,70087,General,Saint Rose,8122,Central,985,"St. Charles, Louisiana",Louisiana,22089,285 ,45 ,2
2020-04-06,29009,General,Bethune,2440,Eastern,843,"Kershaw, South Carolina",South Carolina,45055,152 ,6 ,0
2020-04-06,29020,General,Camden,22463,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,51 ,1
2020-04-06,29021,P.O. Box,Camden,0,Eastern,843,"Kershaw, South Carolina",South Carolina,45055,152 ,0 ,0
2020-04-06,29032,General,Cassatt,4424,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,10 ,0
2020-04-06,29045,General,Elgin,21871,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,50 ,1
2020-04-06,29074,P.O. Box,Liberty Hill,241,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,1 ,0
2020-04-06,29078,General,Lugoff,15293,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,35 ,0
2020-04-06,29175,General,Westville,378,Eastern,803,"Kershaw, South Carolina",South Carolina,45055,152 ,1 ,0
2020-04-06,70052,General,Gramercy,3795,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,28 ,1
2020-04-06,70071,General,Lutcher,3653,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,27 ,1
2020-04-06,70086,General,Saint James,1969,Central,985,"St. James, Louisiana",Louisiana,22093,167 ,14 ,1
2020-04-06,70090,General,Vacherie,7671,Central,225/985,"St. James, Louisiana",Louisiana,22093,167 ,56 ,2
2020-04-06,70723,General,Convent,1759,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,13 ,0
2020-04-06,70743,P.O. Box,Hester,350,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,3 ,0
2020-04-06,70763,General,Paulina,3816,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,28 ,1
2020-04-06,70792,P.O. Box,Uncle Sam,0,Central,225,"St. James, Louisiana",Louisiana,22093,167 ,0 ,0
2020-04-06,31763,General,Leesburg,23304,Eastern,229,"Lee, Georgia",Georgia,13177,148 ,139 ,12
2020-04-06,31787,General,Smithville,1488,Eastern,229,"Lee, Georgia",Georgia,13177,148 ,9 ,1
2020-04-06,81210,General,Almont,275,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,2 ,0
2020-04-06,81224,General,Crested Butte,3446,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,22 ,0
2020-04-06,81225,P.O. Box,Crested Butte,952,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,6 ,0
2020-04-06,81230,General,Gunnison,9075,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,58 ,1
2020-04-06,81231,Unique,Gunnison,715,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,5 ,0
2020-04-06,81237,General,Ohio City,82,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,1 ,0
2020-04-06,81239,General,Parlin,79,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,1 ,0
2020-04-06,81241,P.O. Box,Pitkin,78,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,0 ,0
2020-04-06,81243,General,Powderhorn,93,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,1 ,0
2020-04-06,81434,General,Somerset,158,Mountain,970,"Gunnison, Colorado",Colorado,08051,95 ,1 ,0
2020-04-06,70721,General,Carville,701,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,3 ,0
2020-04-06,70740,General,Grosse Tete,1305,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,5 ,0
2020-04-06,70757,General,Maringouin,3177,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,12 ,1
2020-04-06,70764,General,Plaquemine,17584,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,69 ,3
2020-04-06,70765,P.O. Box,Plaquemine,0,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,0 ,0
2020-04-06,70772,General,Rosedale,784,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,3 ,0
2020-04-06,70776,General,Saint Gabriel,6043,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,24 ,1
2020-04-06,70780,General,Sunshine,1015,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,4 ,0
2020-04-06,70788,General,White Castle,4051,Central,225,"Iberville, Louisiana",Louisiana,22047,136 ,16 ,1
2020-04-06,70037,General,Belle Chasse,15590,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,68 ,4
2020-04-06,70038,P.O. Box,Boothville,426,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,2 ,0
2020-04-06,70040,General,Braithwaite,1604,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,7 ,0
2020-04-06,70041,General,Buras,2381,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,10 ,1
2020-04-06,70050,P.O. Box,Empire,74,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,0 ,0
2020-04-06,70081,P.O. Box,Pilottown,0,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,0 ,0
2020-04-06,70082,P.O. Box,Pointe A La Hache,336,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,1 ,0
2020-04-06,70083,General,Port Sulphur,2353,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,10 ,1
2020-04-06,70091,General,Venice,278,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,1 ,0
2020-04-06,70093,General,Belle Chasse,0,Central,504,"Plaquemines, Louisiana",Louisiana,22075,100 ,0 ,0
2020-04-06,72044,General,Edgemont,881,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,2 ,0
2020-04-06,72067,General,Higden,2726,Central,501,"Cleburne, Arkansas",Arkansas,05023,65 ,7 ,0
2020-04-06,72130,General,Prim,560,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,1 ,0
2020-04-06,72131,General,Quitman,4631,Central,501,"Cleburne, Arkansas",Arkansas,05023,65 ,12 ,1
2020-04-06,72179,General,Wilburn,450,Central,501,"Cleburne, Arkansas",Arkansas,05023,65 ,1 ,0
2020-04-06,72523,General,Concord,1091,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,3 ,0
2020-04-06,72530,General,Drasco,1987,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,5 ,0
2020-04-06,72543,General,Heber Springs,12535,Central,501,"Cleburne, Arkansas",Arkansas,05023,65 ,31 ,2
2020-04-06,72545,Unique,Heber Springs,0,Central,501,"Cleburne, Arkansas",Arkansas,05023,65 ,0 ,0
2020-04-06,72546,General,Ida,181,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,0 ,0
2020-04-06,72581,General,Tumbling Shoals,1030,Central,870,"Cleburne, Arkansas",Arkansas,05023,65 ,3 ,0
2020-04-06,47225,P.O. Box,Clarksburg,0,Eastern,812,"Decatur, Indiana",Indiana,18031,90 ,0 ,0
2020-04-06,47240,General,Greensburg,20832,Eastern,812,"Decatur, Indiana",Indiana,18031,90 ,71 ,4
2020-04-06,47263,P.O. Box,New Point,236,Eastern,812,"Decatur, Indiana",Indiana,18031,90 ,1 ,0
2020-04-06,47272,General,Saint Paul,2041,Eastern,812,"Decatur, Indiana",Indiana,18031,90 ,7 ,0
2020-04-06,47283,General,Westport,3386,Eastern,812,"Decatur, Indiana",Indiana,18031,90 ,12 ,1
2020-04-06,36854,General,Valley,14576,Central,334,"Chambers, Alabama",Alabama,01017,96 ,41 ,3
2020-04-06,36855,General,Five Points,1551,Central,334,"Chambers, Alabama",Alabama,01017,96 ,4 ,0
2020-04-06,36862,General,Lafayette,6623,Central,334,"Chambers, Alabama",Alabama,01017,96 ,18 ,1
2020-04-06,36863,General,Lanett,11672,Central,334,"Chambers, Alabama",Alabama,01017,96 ,33 ,2
2020-04-06,84032,General,Heber City,17249,Mountain,435,"Wasatch, Utah",Utah,49051,79 ,61 ,0
2020-04-06,84049,General,Midway,4372,Mountain,385/435,"Wasatch, Utah",Utah,49051,79 ,15 ,0
2020-04-06,84082,General,Wallsburg,743,Mountain,435,"Wasatch, Utah",Utah,49051,79 ,3 ,0
2020-04-06,07059,General,Warren,15311,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,48 ,2
2020-04-06,07069,General,Watchung,6157,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,19 ,1
2020-04-06,07920,General,Basking Ridge,26747,Eastern,908/973,"Somerset, New Jersey",New Jersey,34035,902 ,83 ,3
2020-04-06,07921,General,Bedminster,7621,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,24 ,1
2020-04-06,07924,General,Bernardsville,7534,Eastern,908/973,"Somerset, New Jersey",New Jersey,34035,902 ,24 ,1
2020-04-06,07931,General,Far Hills,3296,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,10 ,0
2020-04-06,07934,General,Gladstone,1501,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,5 ,0
2020-04-06,07938,P.O. Box,Liberty Corner,0,Eastern,908/973,"Somerset, New Jersey",New Jersey,34035,902 ,0 ,0
2020-04-06,07939,General,Lyons,228,Eastern,908/973,"Somerset, New Jersey",New Jersey,34035,902 ,1 ,0
2020-04-06,07977,P.O. Box,Peapack,669,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,2 ,0
2020-04-06,07978,P.O. Box,Pluckemin,0,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,0 ,0
2020-04-06,08502,General,Belle Mead,11317,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,35 ,1
2020-04-06,08504,P.O. Box,Blawenburg,0,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,0 ,0
2020-04-06,08528,General,Kingston,315,Eastern,609,"Somerset, New Jersey",New Jersey,34035,902 ,1 ,0
2020-04-06,08553,General,Rocky Hill,682,Eastern,609,"Somerset, New Jersey",New Jersey,34035,902 ,2 ,0
2020-04-06,08558,General,Skillman,6629,Eastern,609,"Somerset, New Jersey",New Jersey,34035,902 ,21 ,1
2020-04-06,08805,General,Bound Brook,12254,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,38 ,1
2020-04-06,08807,General,Bridgewater,37972,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,119 ,4
2020-04-06,08821,P.O. Box,Flagtown,354,Eastern,848,"Somerset, New Jersey",New Jersey,34035,902 ,1 ,0
2020-04-06,08823,General,Franklin Park,9016,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,28 ,1
2020-04-06,08835,General,Manville,10344,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,32 ,1
2020-04-06,08836,General,Martinsville,3845,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,12 ,0
2020-04-06,08844,General,Hillsborough,38367,Eastern,848,"Somerset, New Jersey",New Jersey,34035,902 ,120 ,4
2020-04-06,08853,General,Neshanic Station,5247,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,16 ,1
2020-04-06,08869,General,Raritan,6881,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,21 ,1
2020-04-06,08873,General,Somerset,49921,Eastern,732/908,"Somerset, New Jersey",New Jersey,34035,902 ,156 ,5
2020-04-06,08875,P.O. Box,Somerset,0,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,0 ,0
2020-04-06,08876,General,Somerville,22179,Eastern,908,"Somerset, New Jersey",New Jersey,34035,902 ,69 ,2
2020-04-06,08880,General,South Bound Brook,4563,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,14 ,0
2020-04-06,08890,P.O. Box,Zarephath,17,Eastern,732,"Somerset, New Jersey",New Jersey,34035,902 ,0 ,0
2020-04-06,48007,P.O. Box,Troy,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48009,General,Birmingham,20107,Eastern,248/586,"Oakland, Michigan",Michigan,26125,3380 ,56 ,3
2020-04-06,48012,P.O. Box,Birmingham,0,Eastern,248/586,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48017,General,Clawson,11805,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,33 ,2
2020-04-06,48025,General,Franklin,14543,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,41 ,2
2020-04-06,48030,General,Hazel Park,16422,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,46 ,3
2020-04-06,48033,General,Southfield,16064,Eastern,313/248/947/586/734,"Oakland, Michigan",Michigan,26125,3380 ,45 ,2
2020-04-06,48034,General,Southfield,12590,Eastern,248/313/810/734/947/586,"Oakland, Michigan",Michigan,26125,3380 ,35 ,2
2020-04-06,48037,P.O. Box,Southfield,0,Eastern,248/313/586/734/810/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48067,General,Royal Oak,24458,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,69 ,4
2020-04-06,48068,P.O. Box,Royal Oak,0,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48069,General,Pleasant Ridge,2526,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,7 ,0
2020-04-06,48070,General,Huntington Woods,6238,Eastern,248/313/586/734,"Oakland, Michigan",Michigan,26125,3380 ,17 ,1
2020-04-06,48071,General,Madison Heights,29694,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,83 ,5
2020-04-06,48072,General,Berkley,14970,Eastern,248/313/586/734,"Oakland, Michigan",Michigan,26125,3380 ,42 ,2
2020-04-06,48073,General,Royal Oak,32798,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,92 ,5
2020-04-06,48075,General,Southfield,21790,Eastern,248/313/586/734/810/947,"Oakland, Michigan",Michigan,26125,3380 ,61 ,3
2020-04-06,48076,General,Southfield,25386,Eastern,248/313/586/734/810/947,"Oakland, Michigan",Michigan,26125,3380 ,71 ,4
2020-04-06,48083,General,Troy,22507,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,63 ,3
2020-04-06,48084,General,Troy,14231,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,40 ,2
2020-04-06,48085,General,Troy,24660,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,69 ,4
2020-04-06,48086,P.O. Box,Southfield,0,Eastern,248/313/586/734/810/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48098,General,Troy,19582,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,55 ,3
2020-04-06,48099,P.O. Box,Troy,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48165,General,New Hudson,6339,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,18 ,1
2020-04-06,48178,General,South Lyon,29320,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,82 ,4
2020-04-06,48220,General,Ferndale,22319,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,63 ,3
2020-04-06,48237,General,Oak Park,29319,Eastern,248/313/586/734,"Oakland, Michigan",Michigan,26125,3380 ,82 ,4
2020-04-06,48301,General,Bloomfield Hills,14127,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,40 ,2
2020-04-06,48302,General,Bloomfield Hills,15360,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,43 ,2
2020-04-06,48303,P.O. Box,Bloomfield Hills,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48304,General,Bloomfield Hills,16009,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,45 ,2
2020-04-06,48306,General,Rochester,26691,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,75 ,4
2020-04-06,48307,General,Rochester,41369,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,116 ,6
2020-04-06,48308,P.O. Box,Rochester,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48309,General,Rochester,29135,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,82 ,4
2020-04-06,48320,General,Keego Harbor,4589,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,13 ,1
2020-04-06,48321,P.O. Box,Auburn Hills,0,Eastern,248/947/810,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48322,General,West Bloomfield,31265,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,88 ,5
2020-04-06,48323,General,West Bloomfield,17708,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,50 ,3
2020-04-06,48324,General,West Bloomfield,17350,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,49 ,3
2020-04-06,48325,P.O. Box,West Bloomfield,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48326,General,Auburn Hills,20298,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,57 ,3
2020-04-06,48327,General,Waterford,21559,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,60 ,3
2020-04-06,48328,General,Waterford,24960,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,70 ,4
2020-04-06,48329,General,Waterford,25009,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,70 ,4
2020-04-06,48330,P.O. Box,Drayton Plains,0,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48331,General,Farmington,21503,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,60 ,3
2020-04-06,48332,P.O. Box,Farmington,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48333,P.O. Box,Farmington,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48334,General,Farmington,18540,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,52 ,3
2020-04-06,48335,General,Farmington,22398,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,63 ,3
2020-04-06,48336,General,Farmington,25486,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,71 ,4
2020-04-06,48340,General,Pontiac,24307,Eastern,248/947/810,"Oakland, Michigan",Michigan,26125,3380 ,68 ,4
2020-04-06,48341,General,Pontiac,17139,Eastern,248/947/810,"Oakland, Michigan",Michigan,26125,3380 ,48 ,3
2020-04-06,48342,General,Pontiac,18407,Eastern,248/947/810,"Oakland, Michigan",Michigan,26125,3380 ,52 ,3
2020-04-06,48343,P.O. Box,Pontiac,0,Eastern,248/947/810,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48346,General,Clarkston,22567,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,63 ,3
2020-04-06,48347,P.O. Box,Clarkston,0,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48348,General,Clarkston,23387,Eastern,947/248,"Oakland, Michigan",Michigan,26125,3380 ,66 ,4
2020-04-06,48350,General,Davisburg,7100,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,20 ,1
2020-04-06,48356,General,Highland,8407,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,24 ,1
2020-04-06,48357,General,Highland,8170,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,23 ,1
2020-04-06,48359,General,Lake Orion,8044,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,23 ,1
2020-04-06,48360,General,Lake Orion,11651,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,33 ,2
2020-04-06,48361,P.O. Box,Lake Orion,0,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48362,General,Lake Orion,15141,Eastern,248/947,"Oakland, Michigan",Michigan,26125,3380 ,42 ,2
2020-04-06,48363,General,Oakland,4978,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,14 ,1
2020-04-06,48366,P.O. Box,Lakeville,0,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,0 ,0
2020-04-06,48367,General,Leonard,4727,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,13 ,1
2020-04-06,48370,General,Oxford,1685,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,5 ,0
2020-04-06,48371,General,Oxford,23155,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,65 ,4
2020-04-06,48374,General,Novi,14049,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,39 ,2
2020-04-06,48375,General,Novi,21801,Eastern,248,"Oakland, Michigan",Michigan,26125,3380 ,61 ,3
