AS_OF_DATE,ZIP_CODE,ZIP_CLASS,CITY,ZIP_POPULATION,TIME_ZONE,PHONE_AREA_CODES,COUNTY_NAME_STATE,STATE,COUNTY_FIPS_CODE,COUNTY_REPORTED_CASES,ESTIMATED_CASES_BY_ZIP_CODE,ESTIMATED_DEATHS_BY_ZIP_CODE
2020-04-06,10986,General,Tomkins Cove,1974,Eastern,845,"Rockland, New York",New York,36087,5703 ,36 ,0
2020-04-06,10989,General,Valley Cottage,9293,Eastern,845,"Rockland, New York",New York,36087,5703 ,170 ,2
2020-04-06,10993,General,West Haverstraw,4769,Eastern,845,"Rockland, New York",New York,36087,5703 ,87 ,1
2020-04-06,10994,General,West Nyack,7085,Eastern,845,"Rockland, New York",New York,36087,5703 ,130 ,2
2020-04-06,70112,General,New Orleans,3655,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,49 ,2
2020-04-06,70113,General,New Orleans,7025,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,93 ,3
2020-04-06,70114,General,New Orleans,22870,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,304 ,11
2020-04-06,70115,General,New Orleans,31695,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,421 ,16
2020-04-06,70116,General,New Orleans,11507,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,153 ,6
2020-04-06,70117,General,New Orleans,23389,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,311 ,12
2020-04-06,70118,General,New Orleans,33008,Central,504/985,"Orleans, Louisiana",Louisiana,22071,4565 ,438 ,16
2020-04-06,70119,General,New Orleans,36228,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,481 ,18
2020-04-06,70122,General,New Orleans,28564,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,379 ,14
2020-04-06,70124,General,New Orleans,16824,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,223 ,8
2020-04-06,70125,General,New Orleans,14479,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,192 ,7
2020-04-06,70126,General,New Orleans,23958,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,318 ,12
2020-04-06,70127,General,New Orleans,20471,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,272 ,10
2020-04-06,70128,General,New Orleans,17113,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,227 ,9
2020-04-06,70129,General,New Orleans,9064,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,120 ,5
2020-04-06,70130,General,New Orleans,14064,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,187 ,7
2020-04-06,70131,General,New Orleans,29915,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,397 ,15
2020-04-06,70139,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70142,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70143,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70145,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70146,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70148,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70150,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70151,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70152,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70153,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70154,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70156,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70157,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70158,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70159,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70160,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70161,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70162,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70163,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70164,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70165,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70166,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70167,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70170,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70172,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70174,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70175,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70176,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70177,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70178,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70179,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70182,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70184,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70185,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70186,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70187,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70189,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70190,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,70195,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4565 ,0 ,0
2020-04-06,11001,General,Floral Park,26883,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,310 ,11
2020-04-06,11002,P.O. Box,Floral Park,0,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11003,General,Elmont,41356,Eastern,516,"Nassau, New York",New York,36059,15616 ,477 ,16
2020-04-06,11010,General,Franklin Square,23821,Eastern,516,"Nassau, New York",New York,36059,15616 ,275 ,9
2020-04-06,11020,General,Great Neck,5914,Eastern,516,"Nassau, New York",New York,36059,15616 ,68 ,2
2020-04-06,11021,General,Great Neck,17729,Eastern,516,"Nassau, New York",New York,36059,15616 ,205 ,7
2020-04-06,11022,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11023,General,Great Neck,9027,Eastern,516,"Nassau, New York",New York,36059,15616 ,104 ,4
2020-04-06,11024,General,Great Neck,8002,Eastern,516,"Nassau, New York",New York,36059,15616 ,92 ,3
2020-04-06,11026,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11027,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11030,General,Manhasset,17962,Eastern,516,"Nassau, New York",New York,36059,15616 ,207 ,7
2020-04-06,11040,General,New Hyde Park,40782,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,471 ,16
2020-04-06,11042,General,New Hyde Park,520,Eastern,516,"Nassau, New York",New York,36059,15616 ,6 ,0
2020-04-06,11050,General,Port Washington,30171,Eastern,516,"Nassau, New York",New York,36059,15616 ,348 ,12
2020-04-06,11051,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11052,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11053,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11054,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11055,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11096,General,Inwood,8344,Eastern,347/929/718/516,"Nassau, New York",New York,36059,15616 ,96 ,3
2020-04-06,11501,General,Mineola,19148,Eastern,516,"Nassau, New York",New York,36059,15616 ,221 ,8
2020-04-06,11507,General,Albertson,7406,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,86 ,3
2020-04-06,11509,General,Atlantic Beach,2653,Eastern,516,"Nassau, New York",New York,36059,15616 ,31 ,1
2020-04-06,11510,General,Baldwin,33048,Eastern,516,"Nassau, New York",New York,36059,15616 ,382 ,13
2020-04-06,11514,General,Carle Place,4673,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,54 ,2
2020-04-06,11516,General,Cedarhurst,7556,Eastern,516,"Nassau, New York",New York,36059,15616 ,87 ,3
2020-04-06,11518,General,East Rockaway,10549,Eastern,516,"Nassau, New York",New York,36059,15616 ,122 ,4
2020-04-06,11520,General,Freeport,43341,Eastern,516,"Nassau, New York",New York,36059,15616 ,500 ,17
2020-04-06,11530,General,Garden City,27273,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,315 ,11
2020-04-06,11531,P.O. Box,Garden City,0,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11542,General,Glen Cove,27633,Eastern,516,"Nassau, New York",New York,36059,15616 ,319 ,11
2020-04-06,11545,General,Glen Head,12065,Eastern,516,"Nassau, New York",New York,36059,15616 ,139 ,5
2020-04-06,11547,P.O. Box,Glenwood Landing,793,Eastern,516,"Nassau, New York",New York,36059,15616 ,9 ,0
2020-04-06,11548,General,Greenvale,2780,Eastern,516,"Nassau, New York",New York,36059,15616 ,32 ,1
2020-04-06,11549,Unique,Hempstead,2922,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,34 ,1
2020-04-06,11550,General,Hempstead,56435,Eastern,516,"Nassau, New York",New York,36059,15616 ,652 ,22
2020-04-06,11551,P.O. Box,Hempstead,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11552,General,West Hempstead,23616,Eastern,516,"Nassau, New York",New York,36059,15616 ,273 ,9
2020-04-06,11553,General,Uniondale,26034,Eastern,516,"Nassau, New York",New York,36059,15616 ,301 ,10
2020-04-06,11554,General,East Meadow,38132,Eastern,516,"Nassau, New York",New York,36059,15616 ,440 ,15
2020-04-06,11555,Unique,Uniondale,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11556,General,Uniondale,17,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11557,General,Hewlett,7823,Eastern,516,"Nassau, New York",New York,36059,15616 ,90 ,3
2020-04-06,11558,General,Island Park,8370,Eastern,516,"Nassau, New York",New York,36059,15616 ,97 ,3
2020-04-06,11559,General,Lawrence,8176,Eastern,718/516,"Nassau, New York",New York,36059,15616 ,94 ,3
2020-04-06,11560,General,Locust Valley,6464,Eastern,516,"Nassau, New York",New York,36059,15616 ,75 ,3
2020-04-06,11561,General,Long Beach,37280,Eastern,516,"Nassau, New York",New York,36059,15616 ,430 ,15
2020-04-06,11563,General,Lynbrook,22666,Eastern,516,"Nassau, New York",New York,36059,15616 ,262 ,9
2020-04-06,11565,General,Malverne,8690,Eastern,516,"Nassau, New York",New York,36059,15616 ,100 ,3
2020-04-06,11566,General,Merrick,35321,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,408 ,14
2020-04-06,11568,General,Old Westbury,4555,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,53 ,2
2020-04-06,11569,P.O. Box,Point Lookout,1398,Eastern,516,"Nassau, New York",New York,36059,15616 ,16 ,1
2020-04-06,11570,General,Rockville Centre,26646,Eastern,516,"Nassau, New York",New York,36059,15616 ,308 ,11
2020-04-06,11571,P.O. Box,Rockville Centre,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11572,General,Oceanside,30574,Eastern,516,"Nassau, New York",New York,36059,15616 ,353 ,12
2020-04-06,11575,General,Roosevelt,16272,Eastern,516,"Nassau, New York",New York,36059,15616 ,188 ,6
2020-04-06,11576,General,Roslyn,12366,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,143 ,5
2020-04-06,11577,General,Roslyn Heights,12337,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,142 ,5
2020-04-06,11579,General,Sea Cliff,5055,Eastern,516,"Nassau, New York",New York,36059,15616 ,58 ,2
2020-04-06,11580,General,Valley Stream,40113,Eastern,516,"Nassau, New York",New York,36059,15616 ,463 ,16
2020-04-06,11581,General,Valley Stream,20844,Eastern,516,"Nassau, New York",New York,36059,15616 ,241 ,8
2020-04-06,11582,P.O. Box,Valley Stream,0,Eastern,516,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11590,General,Westbury,45768,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,528 ,18
2020-04-06,11596,General,Williston Park,10480,Eastern,516/718,"Nassau, New York",New York,36059,15616 ,121 ,4
2020-04-06,11598,General,Woodmere,13328,Eastern,516,"Nassau, New York",New York,36059,15616 ,154 ,5
2020-04-06,11599,General,Garden City,0,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,0 ,0
2020-04-06,11709,General,Bayville,6669,Eastern,516,"Nassau, New York",New York,36059,15616 ,77 ,3
2020-04-06,11710,General,Bellmore,34496,Eastern,516/631,"Nassau, New York",New York,36059,15616 ,398 ,14
2020-04-06,11714,General,Bethpage,22658,Eastern,516,"Nassau, New York",New York,36059,15616 ,262 ,9
