AS_OF_DATE,ZIP_CODE,ZIP_CLASS,CITY,ZIP_POPULATION,TIME_ZONE,PHONE_AREA_CODES,COUNTY_NAME_STATE,STATE,COUNTY_FIPS_CODE,COUNTY_REPORTED_CASES,ESTIMATED_CASES_BY_ZIP_CODE,ESTIMATED_DEATHS_BY_ZIP_CODE
2020-04-05,10521,P.O. Box,Croton On Hudson,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10522,General,Dobbs Ferry,10875,Eastern,914,"Westchester, New York",New York,36119,13722 ,157 ,2
2020-04-05,10523,General,Elmsford,7444,Eastern,914,"Westchester, New York",New York,36119,13722 ,108 ,2
2020-04-05,10526,General,Goldens Bridge,1809,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,26 ,0
2020-04-05,10527,General,Granite Springs,908,Eastern,914,"Westchester, New York",New York,36119,13722 ,13 ,0
2020-04-05,10528,General,Harrison,12280,Eastern,914,"Westchester, New York",New York,36119,13722 ,178 ,3
2020-04-05,10530,General,Hartsdale,12604,Eastern,914,"Westchester, New York",New York,36119,13722 ,182 ,3
2020-04-05,10532,General,Hawthorne,4931,Eastern,914,"Westchester, New York",New York,36119,13722 ,71 ,1
2020-04-05,10533,General,Irvington,7322,Eastern,914,"Westchester, New York",New York,36119,13722 ,106 ,2
2020-04-05,10535,General,Jefferson Valley,555,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,8 ,0
2020-04-05,10536,General,Katonah,10739,Eastern,914,"Westchester, New York",New York,36119,13722 ,155 ,2
2020-04-05,10538,General,Larchmont,16597,Eastern,914,"Westchester, New York",New York,36119,13722 ,240 ,3
2020-04-05,10540,P.O. Box,Lincolndale,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10543,General,Mamaroneck,20135,Eastern,914,"Westchester, New York",New York,36119,13722 ,292 ,4
2020-04-05,10545,P.O. Box,Maryknoll,141,Eastern,914,"Westchester, New York",New York,36119,13722 ,2 ,0
2020-04-05,10546,General,Millwood,1277,Eastern,914,"Westchester, New York",New York,36119,13722 ,18 ,0
2020-04-05,10547,General,Mohegan Lake,7647,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,111 ,2
2020-04-05,10548,General,Montrose,3487,Eastern,914,"Westchester, New York",New York,36119,13722 ,50 ,1
2020-04-05,10549,General,Mount Kisco,16638,Eastern,914,"Westchester, New York",New York,36119,13722 ,241 ,3
2020-04-05,10550,General,Mount Vernon,37144,Eastern,914,"Westchester, New York",New York,36119,13722 ,538 ,8
2020-04-05,10551,P.O. Box,Mount Vernon,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10552,General,Mount Vernon,19786,Eastern,914,"Westchester, New York",New York,36119,13722 ,286 ,4
2020-04-05,10553,General,Mount Vernon,10170,Eastern,914,"Westchester, New York",New York,36119,13722 ,147 ,2
2020-04-05,10560,General,North Salem,4737,Eastern,914/845,"Westchester, New York",New York,36119,13722 ,69 ,1
2020-04-05,10562,General,Ossining,31796,Eastern,914,"Westchester, New York",New York,36119,13722 ,460 ,7
2020-04-05,10566,General,Peekskill,23570,Eastern,914/845,"Westchester, New York",New York,36119,13722 ,341 ,5
2020-04-05,10567,General,Cortlandt Manor,19929,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,289 ,4
2020-04-05,10570,General,Pleasantville,12680,Eastern,914,"Westchester, New York",New York,36119,13722 ,184 ,3
2020-04-05,10573,General,Port Chester,38352,Eastern,914,"Westchester, New York",New York,36119,13722 ,555 ,8
2020-04-05,10576,General,Pound Ridge,5116,Eastern,914,"Westchester, New York",New York,36119,13722 ,74 ,1
2020-04-05,10577,General,Purchase,6552,Eastern,914,"Westchester, New York",New York,36119,13722 ,95 ,1
2020-04-05,10578,General,Purdys,681,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,10 ,0
2020-04-05,10580,General,Rye,17208,Eastern,914,"Westchester, New York",New York,36119,13722 ,249 ,4
2020-04-05,10583,General,Scarsdale,38982,Eastern,914,"Westchester, New York",New York,36119,13722 ,564 ,8
2020-04-05,10587,P.O. Box,Shenorock,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10588,General,Shrub Oak,2282,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,33 ,0
2020-04-05,10589,General,Somers,8475,Eastern,914/845,"Westchester, New York",New York,36119,13722 ,123 ,2
2020-04-05,10590,General,South Salem,6767,Eastern,914,"Westchester, New York",New York,36119,13722 ,98 ,1
2020-04-05,10591,General,Tarrytown,22540,Eastern,914,"Westchester, New York",New York,36119,13722 ,326 ,5
2020-04-05,10594,General,Thornwood,5117,Eastern,914,"Westchester, New York",New York,36119,13722 ,74 ,1
2020-04-05,10595,General,Valhalla,8195,Eastern,914,"Westchester, New York",New York,36119,13722 ,119 ,2
2020-04-05,10596,P.O. Box,Verplanck,1729,Eastern,914,"Westchester, New York",New York,36119,13722 ,25 ,0
2020-04-05,10597,General,Waccabuc,968,Eastern,845/914,"Westchester, New York",New York,36119,13722 ,14 ,0
2020-04-05,10598,General,Yorktown Heights,28647,Eastern,914,"Westchester, New York",New York,36119,13722 ,415 ,6
2020-04-05,10601,General,White Plains,11376,Eastern,914/347/929/845,"Westchester, New York",New York,36119,13722 ,165 ,2
2020-04-05,10602,P.O. Box,White Plains,0,Eastern,914/347/929/845,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10603,General,White Plains,17045,Eastern,914/347/929,"Westchester, New York",New York,36119,13722 ,247 ,4
2020-04-05,10604,General,West Harrison,11250,Eastern,914/845,"Westchester, New York",New York,36119,13722 ,163 ,2
2020-04-05,10605,General,White Plains,18126,Eastern,914,"Westchester, New York",New York,36119,13722 ,262 ,4
2020-04-05,10606,General,White Plains,16499,Eastern,914/347/929/845,"Westchester, New York",New York,36119,13722 ,239 ,3
2020-04-05,10607,General,White Plains,6824,Eastern,914,"Westchester, New York",New York,36119,13722 ,99 ,1
2020-04-05,10610,P.O. Box,White Plains,0,Eastern,914/347/929/845,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10701,General,Yonkers,63393,Eastern,914,"Westchester, New York",New York,36119,13722 ,918 ,13
2020-04-05,10702,P.O. Box,Yonkers,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10703,General,Yonkers,20301,Eastern,914,"Westchester, New York",New York,36119,13722 ,294 ,4
2020-04-05,10704,General,Yonkers,30165,Eastern,914,"Westchester, New York",New York,36119,13722 ,437 ,6
2020-04-05,10705,General,Yonkers,38777,Eastern,914,"Westchester, New York",New York,36119,13722 ,561 ,8
2020-04-05,10706,General,Hastings On Hudson,8679,Eastern,914,"Westchester, New York",New York,36119,13722 ,126 ,2
2020-04-05,10707,General,Tuckahoe,10097,Eastern,914,"Westchester, New York",New York,36119,13722 ,146 ,2
2020-04-05,10708,General,Bronxville,21225,Eastern,914,"Westchester, New York",New York,36119,13722 ,307 ,4
2020-04-05,10709,General,Eastchester,9292,Eastern,914,"Westchester, New York",New York,36119,13722 ,135 ,2
2020-04-05,10710,General,Yonkers,25120,Eastern,914,"Westchester, New York",New York,36119,13722 ,364 ,5
2020-04-05,10801,General,New Rochelle,40827,Eastern,914,"Westchester, New York",New York,36119,13722 ,591 ,8
2020-04-05,10802,P.O. Box,New Rochelle,0,Eastern,914,"Westchester, New York",New York,36119,13722 ,0 ,0
2020-04-05,10803,General,Pelham,12435,Eastern,914,"Westchester, New York",New York,36119,13722 ,180 ,3
2020-04-05,10804,General,New Rochelle,14146,Eastern,914,"Westchester, New York",New York,36119,13722 ,205 ,3
2020-04-05,10805,General,New Rochelle,18414,Eastern,914,"Westchester, New York",New York,36119,13722 ,267 ,4
2020-04-05,10901,General,Suffern,23465,Eastern,845,"Rockland, New York",New York,36087,5362 ,404 ,5
2020-04-05,10911,General,Bear Mountain,2,Eastern,845,"Rockland, New York",New York,36087,5362 ,0 ,0
2020-04-05,10913,General,Blauvelt,5532,Eastern,845/914,"Rockland, New York",New York,36087,5362 ,95 ,1
2020-04-05,10920,General,Congers,8554,Eastern,845,"Rockland, New York",New York,36087,5362 ,147 ,2
2020-04-05,10923,General,Garnerville,8732,Eastern,845,"Rockland, New York",New York,36087,5362 ,150 ,2
2020-04-05,10927,General,Haverstraw,11910,Eastern,845,"Rockland, New York",New York,36087,5362 ,205 ,3
2020-04-05,10931,General,Hillburn,1023,Eastern,845,"Rockland, New York",New York,36087,5362 ,18 ,0
2020-04-05,10952,General,Monsey,38917,Eastern,845,"Rockland, New York",New York,36087,5362 ,669 ,9
2020-04-05,10954,General,Nanuet,23045,Eastern,845,"Rockland, New York",New York,36087,5362 ,396 ,5
2020-04-05,10956,General,New City,31521,Eastern,845,"Rockland, New York",New York,36087,5362 ,542 ,7
2020-04-05,10960,General,Nyack,15093,Eastern,845/914,"Rockland, New York",New York,36087,5362 ,260 ,3
2020-04-05,10962,General,Orangeburg,5950,Eastern,845/914,"Rockland, New York",New York,36087,5362 ,102 ,1
2020-04-05,10964,General,Palisades,1472,Eastern,845,"Rockland, New York",New York,36087,5362 ,25 ,0
2020-04-05,10965,General,Pearl River,14791,Eastern,845,"Rockland, New York",New York,36087,5362 ,254 ,3
2020-04-05,10968,General,Piermont,2353,Eastern,845,"Rockland, New York",New York,36087,5362 ,40 ,1
2020-04-05,10970,General,Pomona,9993,Eastern,845,"Rockland, New York",New York,36087,5362 ,172 ,2
2020-04-05,10974,General,Sloatsburg,3152,Eastern,845,"Rockland, New York",New York,36087,5362 ,54 ,1
2020-04-05,10976,General,Sparkill,2258,Eastern,845,"Rockland, New York",New York,36087,5362 ,39 ,0
2020-04-05,10977,General,Spring Valley,59048,Eastern,845/914,"Rockland, New York",New York,36087,5362 ,1016 ,13
2020-04-05,10980,General,Stony Point,13383,Eastern,845,"Rockland, New York",New York,36087,5362 ,230 ,3
2020-04-05,10982,P.O. Box,Tallman,0,Eastern,845,"Rockland, New York",New York,36087,5362 ,0 ,0
2020-04-05,10983,General,Tappan,5532,Eastern,845,"Rockland, New York",New York,36087,5362 ,95 ,1
2020-04-05,10984,General,Thiells,2842,Eastern,845,"Rockland, New York",New York,36087,5362 ,49 ,1
2020-04-05,10986,General,Tomkins Cove,1974,Eastern,845,"Rockland, New York",New York,36087,5362 ,34 ,0
2020-04-05,10989,General,Valley Cottage,9293,Eastern,845,"Rockland, New York",New York,36087,5362 ,160 ,2
2020-04-05,10993,General,West Haverstraw,4769,Eastern,845,"Rockland, New York",New York,36087,5362 ,82 ,1
2020-04-05,10994,General,West Nyack,7085,Eastern,845,"Rockland, New York",New York,36087,5362 ,122 ,2
2020-04-05,70112,General,New Orleans,3655,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,43 ,2
2020-04-05,70113,General,New Orleans,7025,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,83 ,3
2020-04-05,70114,General,New Orleans,22870,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,270 ,11
2020-04-05,70115,General,New Orleans,31695,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,375 ,15
2020-04-05,70116,General,New Orleans,11507,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,136 ,5
2020-04-05,70117,General,New Orleans,23389,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,277 ,11
2020-04-05,70118,General,New Orleans,33008,Central,504/985,"Orleans, Louisiana",Louisiana,22071,4066 ,390 ,15
2020-04-05,70119,General,New Orleans,36228,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,428 ,17
2020-04-05,70122,General,New Orleans,28564,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,338 ,13
2020-04-05,70124,General,New Orleans,16824,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,199 ,8
2020-04-05,70125,General,New Orleans,14479,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,171 ,7
2020-04-05,70126,General,New Orleans,23958,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,283 ,11
2020-04-05,70127,General,New Orleans,20471,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,242 ,10
2020-04-05,70128,General,New Orleans,17113,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,202 ,8
2020-04-05,70129,General,New Orleans,9064,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,107 ,4
2020-04-05,70130,General,New Orleans,14064,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,166 ,7
2020-04-05,70131,General,New Orleans,29915,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,354 ,14
2020-04-05,70139,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70142,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70143,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70145,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70146,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70148,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70150,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70151,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70152,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70153,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70154,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70156,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70157,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70158,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70159,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70160,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70161,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70162,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70163,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70164,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70165,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70166,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70167,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70170,General,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70172,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70174,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70175,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70176,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70177,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70178,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70179,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70182,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70184,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70185,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70186,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70187,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70189,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70190,P.O. Box,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,70195,Unique,New Orleans,0,Central,504,"Orleans, Louisiana",Louisiana,22071,4066 ,0 ,0
2020-04-05,11001,General,Floral Park,26883,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,286 ,8
2020-04-05,11002,P.O. Box,Floral Park,0,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11003,General,Elmont,41356,Eastern,516,"Nassau, New York",New York,36059,14398 ,440 ,12
2020-04-05,11010,General,Franklin Square,23821,Eastern,516,"Nassau, New York",New York,36059,14398 ,254 ,7
2020-04-05,11020,General,Great Neck,5914,Eastern,516,"Nassau, New York",New York,36059,14398 ,63 ,2
2020-04-05,11021,General,Great Neck,17729,Eastern,516,"Nassau, New York",New York,36059,14398 ,189 ,5
2020-04-05,11022,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11023,General,Great Neck,9027,Eastern,516,"Nassau, New York",New York,36059,14398 ,96 ,3
2020-04-05,11024,General,Great Neck,8002,Eastern,516,"Nassau, New York",New York,36059,14398 ,85 ,2
2020-04-05,11026,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11027,P.O. Box,Great Neck,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11030,General,Manhasset,17962,Eastern,516,"Nassau, New York",New York,36059,14398 ,191 ,5
2020-04-05,11040,General,New Hyde Park,40782,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,434 ,12
2020-04-05,11042,General,New Hyde Park,520,Eastern,516,"Nassau, New York",New York,36059,14398 ,6 ,0
2020-04-05,11050,General,Port Washington,30171,Eastern,516,"Nassau, New York",New York,36059,14398 ,321 ,9
2020-04-05,11051,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11052,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11053,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11054,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11055,Unique,Port Washington,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11096,General,Inwood,8344,Eastern,347/929/718/516,"Nassau, New York",New York,36059,14398 ,89 ,2
2020-04-05,11501,General,Mineola,19148,Eastern,516,"Nassau, New York",New York,36059,14398 ,204 ,6
2020-04-05,11507,General,Albertson,7406,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,79 ,2
2020-04-05,11509,General,Atlantic Beach,2653,Eastern,516,"Nassau, New York",New York,36059,14398 ,28 ,1
2020-04-05,11510,General,Baldwin,33048,Eastern,516,"Nassau, New York",New York,36059,14398 ,352 ,10
2020-04-05,11514,General,Carle Place,4673,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,50 ,1
2020-04-05,11516,General,Cedarhurst,7556,Eastern,516,"Nassau, New York",New York,36059,14398 ,80 ,2
2020-04-05,11518,General,East Rockaway,10549,Eastern,516,"Nassau, New York",New York,36059,14398 ,112 ,3
2020-04-05,11520,General,Freeport,43341,Eastern,516,"Nassau, New York",New York,36059,14398 ,461 ,13
2020-04-05,11530,General,Garden City,27273,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,290 ,8
2020-04-05,11531,P.O. Box,Garden City,0,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11542,General,Glen Cove,27633,Eastern,516,"Nassau, New York",New York,36059,14398 ,294 ,8
2020-04-05,11545,General,Glen Head,12065,Eastern,516,"Nassau, New York",New York,36059,14398 ,128 ,4
2020-04-05,11547,P.O. Box,Glenwood Landing,793,Eastern,516,"Nassau, New York",New York,36059,14398 ,8 ,0
2020-04-05,11548,General,Greenvale,2780,Eastern,516,"Nassau, New York",New York,36059,14398 ,30 ,1
2020-04-05,11549,Unique,Hempstead,2922,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,31 ,1
2020-04-05,11550,General,Hempstead,56435,Eastern,516,"Nassau, New York",New York,36059,14398 ,601 ,17
2020-04-05,11551,P.O. Box,Hempstead,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11552,General,West Hempstead,23616,Eastern,516,"Nassau, New York",New York,36059,14398 ,251 ,7
2020-04-05,11553,General,Uniondale,26034,Eastern,516,"Nassau, New York",New York,36059,14398 ,277 ,8
2020-04-05,11554,General,East Meadow,38132,Eastern,516,"Nassau, New York",New York,36059,14398 ,406 ,11
2020-04-05,11555,Unique,Uniondale,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11556,General,Uniondale,17,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11557,General,Hewlett,7823,Eastern,516,"Nassau, New York",New York,36059,14398 ,83 ,2
2020-04-05,11558,General,Island Park,8370,Eastern,516,"Nassau, New York",New York,36059,14398 ,89 ,2
2020-04-05,11559,General,Lawrence,8176,Eastern,718/516,"Nassau, New York",New York,36059,14398 ,87 ,2
2020-04-05,11560,General,Locust Valley,6464,Eastern,516,"Nassau, New York",New York,36059,14398 ,69 ,2
2020-04-05,11561,General,Long Beach,37280,Eastern,516,"Nassau, New York",New York,36059,14398 ,397 ,11
2020-04-05,11563,General,Lynbrook,22666,Eastern,516,"Nassau, New York",New York,36059,14398 ,241 ,7
2020-04-05,11565,General,Malverne,8690,Eastern,516,"Nassau, New York",New York,36059,14398 ,93 ,3
2020-04-05,11566,General,Merrick,35321,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,376 ,10
2020-04-05,11568,General,Old Westbury,4555,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,48 ,1
2020-04-05,11569,P.O. Box,Point Lookout,1398,Eastern,516,"Nassau, New York",New York,36059,14398 ,15 ,0
2020-04-05,11570,General,Rockville Centre,26646,Eastern,516,"Nassau, New York",New York,36059,14398 ,284 ,8
2020-04-05,11571,P.O. Box,Rockville Centre,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11572,General,Oceanside,30574,Eastern,516,"Nassau, New York",New York,36059,14398 ,325 ,9
2020-04-05,11575,General,Roosevelt,16272,Eastern,516,"Nassau, New York",New York,36059,14398 ,173 ,5
2020-04-05,11576,General,Roslyn,12366,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,132 ,4
2020-04-05,11577,General,Roslyn Heights,12337,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,131 ,4
2020-04-05,11579,General,Sea Cliff,5055,Eastern,516,"Nassau, New York",New York,36059,14398 ,54 ,1
2020-04-05,11580,General,Valley Stream,40113,Eastern,516,"Nassau, New York",New York,36059,14398 ,427 ,12
2020-04-05,11581,General,Valley Stream,20844,Eastern,516,"Nassau, New York",New York,36059,14398 ,222 ,6
2020-04-05,11582,P.O. Box,Valley Stream,0,Eastern,516,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11590,General,Westbury,45768,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,487 ,13
2020-04-05,11596,General,Williston Park,10480,Eastern,516/718,"Nassau, New York",New York,36059,14398 ,112 ,3
2020-04-05,11598,General,Woodmere,13328,Eastern,516,"Nassau, New York",New York,36059,14398 ,142 ,4
2020-04-05,11599,General,Garden City,0,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,0 ,0
2020-04-05,11709,General,Bayville,6669,Eastern,516,"Nassau, New York",New York,36059,14398 ,71 ,2
2020-04-05,11710,General,Bellmore,34496,Eastern,516/631,"Nassau, New York",New York,36059,14398 ,367 ,10
2020-04-05,11714,General,Bethpage,22658,Eastern,516,"Nassau, New York",New York,36059,14398 ,241 ,7
