AS_OF_DATE,ZIP_CODE,ZIP_CLASS,CITY,ZIP_POPULATION,TIME_ZONE,PHONE_AREA_CODES,COUNTY_NAME_STATE,STATE,COUNTY_FIPS_CODE,COUNTY_REPORTED_CASES,ESTIMATED_CASES_BY_ZIP_CODE,ESTIMATED_DEATHS_BY_ZIP_CODE
2020-04-05,90061,General,Los Angeles,26872,Pacific,310/323/213,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90062,General,Los Angeles,32821,Pacific,323,"Los Angeles, California",California,06037,5940 ,20 ,0
2020-04-05,90063,General,Los Angeles,55758,Pacific,323,"Los Angeles, California",California,06037,5940 ,34 ,1
2020-04-05,90064,General,Los Angeles,25403,Pacific,310/818,"Los Angeles, California",California,06037,5940 ,15 ,0
2020-04-05,90065,General,Los Angeles,45527,Pacific,323,"Los Angeles, California",California,06037,5940 ,28 ,1
2020-04-05,90066,General,Los Angeles,55277,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,33 ,1
2020-04-05,90067,General,Los Angeles,2424,Pacific,310,"Los Angeles, California",California,06037,5940 ,1 ,0
2020-04-05,90068,General,Los Angeles,22286,Pacific,323/213,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90069,General,West Hollywood,20483,Pacific,818/323,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,90070,P.O. Box,Los Angeles,0,Pacific,213,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90071,General,Los Angeles,15,Pacific,213/323/626/310/818/424/562/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90072,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90073,P.O. Box,Los Angeles,539,Pacific,310/424/818,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90074,Unique,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90075,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90076,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90077,General,Los Angeles,9377,Pacific,818/310,"Los Angeles, California",California,06037,5940 ,6 ,0
2020-04-05,90078,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90079,General,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90080,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90081,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90082,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90083,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90084,Unique,Los Angeles,0,Pacific,310/818,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90086,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90087,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90088,Unique,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90089,Unique,Los Angeles,3217,Pacific,323/213,"Los Angeles, California",California,06037,5940 ,2 ,0
2020-04-05,90090,Unique,Dodgertown,0,Pacific,323/818,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90091,P.O. Box,Los Angeles,0,Pacific,562/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90093,P.O. Box,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90094,General,Playa Vista,5464,Pacific,323,"Los Angeles, California",California,06037,5940 ,3 ,0
2020-04-05,90095,Unique,Los Angeles,3,Pacific,310/818,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90096,Unique,Los Angeles,0,Pacific,323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90099,Unique,Los Angeles,0,Pacific,213/323/626/310/818/424/562/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90134,Unique,Los Angeles,0,Pacific,213/310/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90189,Unique,Los Angeles,0,Pacific,424/213/323/818/626/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90201,General,Bell Gardens,101279,Pacific,323,"Los Angeles, California",California,06037,5940 ,61 ,1
2020-04-05,90202,P.O. Box,Bell,0,Pacific,323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90209,P.O. Box,Beverly Hills,0,Pacific,310/424/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90210,General,Beverly Hills,21741,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90211,General,Beverly Hills,8434,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,5 ,0
2020-04-05,90212,General,Beverly Hills,11555,Pacific,310/424/323,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,90213,P.O. Box,Beverly Hills,0,Pacific,310/424/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90220,General,Compton,49328,Pacific,310/562/424/323,"Los Angeles, California",California,06037,5940 ,30 ,1
2020-04-05,90221,General,Compton,53704,Pacific,310/562/424/323,"Los Angeles, California",California,06037,5940 ,33 ,1
2020-04-05,90222,General,Compton,31869,Pacific,310/562/424/323,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90223,P.O. Box,Compton,0,Pacific,310/562/424/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90224,P.O. Box,Compton,0,Pacific,310/562/424/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90230,General,Culver City,31766,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90231,P.O. Box,Culver City,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90232,General,Culver City,15149,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,9 ,0
2020-04-05,90233,P.O. Box,Culver City,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90239,P.O. Box,Downey,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90240,General,Downey,25876,Pacific,562,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90241,General,Downey,42399,Pacific,562,"Los Angeles, California",California,06037,5940 ,26 ,1
2020-04-05,90242,General,Downey,43497,Pacific,562,"Los Angeles, California",California,06037,5940 ,26 ,1
2020-04-05,90245,General,El Segundo,16654,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,10 ,0
2020-04-05,90247,General,Gardena,47487,Pacific,310/562/424/213/323,"Los Angeles, California",California,06037,5940 ,29 ,1
2020-04-05,90248,General,Gardena,9947,Pacific,310/562/424/213/323,"Los Angeles, California",California,06037,5940 ,6 ,0
2020-04-05,90249,General,Gardena,26669,Pacific,310/562/424/213/323,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90250,General,Hawthorne,93193,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,56 ,1
2020-04-05,90251,P.O. Box,Hawthorne,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90254,General,Hermosa Beach,19506,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,90255,General,Huntington Park,75066,Pacific,323,"Los Angeles, California",California,06037,5940 ,45 ,1
2020-04-05,90260,General,Lawndale,34924,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,21 ,0
2020-04-05,90261,General,Lawndale,0,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90262,General,Lynwood,69745,Pacific,323,"Los Angeles, California",California,06037,5940 ,42 ,1
2020-04-05,90263,Unique,Malibu,1612,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,1 ,0
2020-04-05,90264,P.O. Box,Malibu,0,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90265,General,Malibu,18116,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,11 ,0
2020-04-05,90266,General,Manhattan Beach,35135,Pacific,310,"Los Angeles, California",California,06037,5940 ,21 ,0
2020-04-05,90267,P.O. Box,Manhattan Beach,0,Pacific,310,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90270,General,Maywood,27372,Pacific,323,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,90272,General,Pacific Palisades,22986,Pacific,424,"Los Angeles, California",California,06037,5940 ,14 ,0
2020-04-05,90274,General,Palos Verdes Peninsula,25209,Pacific,310,"Los Angeles, California",California,06037,5940 ,15 ,0
2020-04-05,90275,General,Rancho Palos Verdes,41804,Pacific,310,"Los Angeles, California",California,06037,5940 ,25 ,1
2020-04-05,90277,General,Redondo Beach,35293,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,21 ,0
2020-04-05,90278,General,Redondo Beach,40071,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90280,General,South Gate,94396,Pacific,323,"Los Angeles, California",California,06037,5940 ,57 ,1
2020-04-05,90290,General,Topanga,6368,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,4 ,0
2020-04-05,90291,General,Venice,28341,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,90292,General,Marina Del Rey,21576,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90293,General,Playa Del Rey,12132,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,90294,P.O. Box,Venice,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90295,P.O. Box,Marina Del Rey,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90296,P.O. Box,Playa Del Rey,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90301,General,Inglewood,36568,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,22 ,0
2020-04-05,90302,General,Inglewood,29415,Pacific,310,"Los Angeles, California",California,06037,5940 ,18 ,0
2020-04-05,90303,General,Inglewood,26176,Pacific,310,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90304,General,Inglewood,28210,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,90305,General,Inglewood,14853,Pacific,424/310,"Los Angeles, California",California,06037,5940 ,9 ,0
2020-04-05,90306,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90307,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90308,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90309,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90310,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90311,General,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90312,P.O. Box,Inglewood,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90401,General,Santa Monica,6722,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,4 ,0
2020-04-05,90402,General,Santa Monica,12250,Pacific,310,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,90403,General,Santa Monica,24525,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,15 ,0
2020-04-05,90404,General,Santa Monica,21360,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90405,General,Santa Monica,27186,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90406,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90407,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90408,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90409,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90410,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90411,P.O. Box,Santa Monica,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90501,General,Torrance,43180,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,26 ,1
2020-04-05,90502,General,Torrance,18010,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,11 ,0
2020-04-05,90503,General,Torrance,44383,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,27 ,1
2020-04-05,90504,General,Torrance,32102,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90505,General,Torrance,36678,Pacific,310,"Los Angeles, California",California,06037,5940 ,22 ,0
2020-04-05,90506,General,Torrance,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90507,P.O. Box,Torrance,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90508,P.O. Box,Torrance,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90509,P.O. Box,Torrance,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90510,P.O. Box,Torrance,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90601,General,Whittier,31974,Pacific,562,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90602,General,Whittier,25777,Pacific,562,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90603,General,Whittier,20063,Pacific,562,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,90604,General,Whittier,39407,Pacific,562,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90605,General,Whittier,40331,Pacific,562,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90606,General,Whittier,32396,Pacific,562,"Los Angeles, California",California,06037,5940 ,20 ,0
2020-04-05,90607,P.O. Box,Whittier,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90608,P.O. Box,Whittier,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90609,P.O. Box,Whittier,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90610,P.O. Box,Whittier,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90637,P.O. Box,La Mirada,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90638,General,La Mirada,49012,Pacific,714,"Los Angeles, California",California,06037,5940 ,30 ,1
2020-04-05,90639,Unique,La Mirada,0,Pacific,714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90640,General,Montebello,62549,Pacific,323,"Los Angeles, California",California,06037,5940 ,38 ,1
2020-04-05,90650,General,Norwalk,105549,Pacific,562,"Los Angeles, California",California,06037,5940 ,64 ,1
2020-04-05,90651,P.O. Box,Norwalk,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90652,P.O. Box,Norwalk,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90660,General,Pico Rivera,62928,Pacific,562,"Los Angeles, California",California,06037,5940 ,38 ,1
2020-04-05,90661,P.O. Box,Pico Rivera,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90662,P.O. Box,Pico Rivera,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90670,General,Santa Fe Springs,14866,Pacific,562,"Los Angeles, California",California,06037,5940 ,9 ,0
2020-04-05,90671,P.O. Box,Santa Fe Springs,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90701,General,Artesia,16591,Pacific,562,"Los Angeles, California",California,06037,5940 ,10 ,0
2020-04-05,90702,P.O. Box,Artesia,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90703,General,Cerritos,49399,Pacific,562,"Los Angeles, California",California,06037,5940 ,30 ,1
2020-04-05,90704,P.O. Box,Avalon,4090,Pacific,310/424/562,"Los Angeles, California",California,06037,5940 ,2 ,0
2020-04-05,90706,General,Bellflower,76615,Pacific,562,"Los Angeles, California",California,06037,5940 ,46 ,1
2020-04-05,90707,P.O. Box,Bellflower,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90710,General,Harbor City,25457,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,15 ,0
2020-04-05,90711,P.O. Box,Lakewood,0,Pacific,562/310/657/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90712,General,Lakewood,31499,Pacific,562/310/657/323,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90713,General,Lakewood,27925,Pacific,562/310/657/323,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,90714,P.O. Box,Lakewood,0,Pacific,562/310/657/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90715,General,Lakewood,20388,Pacific,562,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,90716,General,Hawaiian Gardens,14184,Pacific,562,"Los Angeles, California",California,06037,5940 ,9 ,0
2020-04-05,90717,General,Lomita,21318,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90723,General,Paramount,54099,Pacific,562,"Los Angeles, California",California,06037,5940 ,33 ,1
2020-04-05,90731,General,San Pedro,59662,Pacific,310/424/562,"Los Angeles, California",California,06037,5940 ,36 ,1
2020-04-05,90732,General,San Pedro,21115,Pacific,310/424/562,"Los Angeles, California",California,06037,5940 ,13 ,0
2020-04-05,90733,P.O. Box,San Pedro,0,Pacific,310/424/562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90734,P.O. Box,San Pedro,0,Pacific,310/424/562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90744,General,Wilmington,53815,Pacific,562/310/323/424,"Los Angeles, California",California,06037,5940 ,33 ,1
2020-04-05,90745,General,Carson,57251,Pacific,562,"Los Angeles, California",California,06037,5940 ,35 ,1
2020-04-05,90746,General,Carson,25990,Pacific,562,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,90747,Unique,Carson,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90748,P.O. Box,Wilmington,0,Pacific,562/310/323/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90749,P.O. Box,Carson,0,Pacific,310/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90755,General,Signal Hill,11074,Pacific,562,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,90801,P.O. Box,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90802,General,Long Beach,39347,Pacific,562/310/424/714,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90803,General,Long Beach,32031,Pacific,562,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90804,General,Long Beach,40311,Pacific,562,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90805,General,Long Beach,93524,Pacific,562/310,"Los Angeles, California",California,06037,5940 ,57 ,1
2020-04-05,90806,General,Long Beach,42399,Pacific,562,"Los Angeles, California",California,06037,5940 ,26 ,1
2020-04-05,90807,General,Long Beach,31481,Pacific,562/714,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,90808,General,Long Beach,38232,Pacific,562/310/657/714,"Los Angeles, California",California,06037,5940 ,23 ,1
2020-04-05,90809,P.O. Box,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90810,General,Long Beach,36735,Pacific,562,"Los Angeles, California",California,06037,5940 ,22 ,0
2020-04-05,90813,General,Long Beach,58911,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,36 ,1
2020-04-05,90814,General,Long Beach,19131,Pacific,562,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,90815,General,Long Beach,39733,Pacific,562/714,"Los Angeles, California",California,06037,5940 ,24 ,1
2020-04-05,90822,General,Long Beach,117,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90831,General,Long Beach,0,Pacific,424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90832,P.O. Box,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90833,General,Long Beach,0,Pacific,424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90834,General,Long Beach,0,Pacific,562/424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90835,General,Long Beach,0,Pacific,424,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90840,Unique,Long Beach,0,Pacific,562/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90842,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90844,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90846,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90847,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90848,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90853,P.O. Box,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90895,Unique,Carson,0,Pacific,562,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,90899,Unique,Long Beach,0,Pacific,562/310/714,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91001,General,Altadena,36126,Pacific,626,"Los Angeles, California",California,06037,5940 ,22 ,0
2020-04-05,91003,P.O. Box,Altadena,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91006,General,Arcadia,31715,Pacific,626,"Los Angeles, California",California,06037,5940 ,19 ,0
2020-04-05,91007,General,Arcadia,34095,Pacific,626,"Los Angeles, California",California,06037,5940 ,21 ,0
2020-04-05,91008,General,Duarte,1391,Pacific,626,"Los Angeles, California",California,06037,5940 ,1 ,0
2020-04-05,91009,P.O. Box,Duarte,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91010,General,Duarte,26074,Pacific,626,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,91011,General,La Canada Flintridge,20280,Pacific,818,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,91012,P.O. Box,La Canada Flintridge,0,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91016,General,Monrovia,40598,Pacific,626,"Los Angeles, California",California,06037,5940 ,25 ,1
2020-04-05,91017,P.O. Box,Monrovia,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91020,General,Montrose,8415,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,5 ,0
2020-04-05,91021,P.O. Box,Montrose,0,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91023,P.O. Box,Mount Wilson,0,Pacific,818,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91024,General,Sierra Madre,10917,Pacific,626,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,91025,P.O. Box,Sierra Madre,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91030,General,South Pasadena,25616,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,16 ,0
2020-04-05,91031,P.O. Box,South Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91040,General,Sunland,20372,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,91041,P.O. Box,Sunland,0,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91042,General,Tujunga,27585,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,91043,P.O. Box,Tujunga,0,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91046,P.O. Box,Verdugo City,156,Pacific,818/747,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91066,P.O. Box,Arcadia,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91077,P.O. Box,Arcadia,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91101,General,Pasadena,20460,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,12 ,0
2020-04-05,91102,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91103,General,Pasadena,27480,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,17 ,0
2020-04-05,91104,General,Pasadena,36751,Pacific,626,"Los Angeles, California",California,06037,5940 ,22 ,0
2020-04-05,91105,General,Pasadena,11254,Pacific,626,"Los Angeles, California",California,06037,5940 ,7 ,0
2020-04-05,91106,General,Pasadena,24229,Pacific,626,"Los Angeles, California",California,06037,5940 ,15 ,0
2020-04-05,91107,General,Pasadena,32940,Pacific,626,"Los Angeles, California",California,06037,5940 ,20 ,0
2020-04-05,91108,General,San Marino,13361,Pacific,626,"Los Angeles, California",California,06037,5940 ,8 ,0
2020-04-05,91109,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91110,Unique,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91114,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91115,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91116,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91117,P.O. Box,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91118,P.O. Box,San Marino,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91121,Unique,Pasadena,0,Pacific,626/323,"Los Angeles, California",California,06037,5940 ,0 ,0
2020-04-05,91123,Unique,Pasadena,0,Pacific,626,"Los Angeles, California",California,06037,5940 ,0 ,0
